Кабинет китайского точечного массажа, ИП Бабенко Е.С.;Услуги массажиста;+7(4162) 52-16-13,+7(4162) 55-31-94;;;Зейская, 188;Услуги массажиста | Мануальная терапия;
Кабинет лазерной эпиляции, ИП Нахамчена Е.В.;Косметические услуги;+7(4162) 51-40-16;;;Горького, 129;Косметические услуги;
Кабинет анонимного лечения зависимых состояний (алкоголизма) и психологического консультирования;Услуги психолога;8-914-384-22-25;;zo25zo@rambler.ru;Зейская, 156\2;Лечение зависимостей | Услуги психолога;
Амурский кадетский корпус, школа-интернат;Школы-интернаты;+7(4162) 20-33-60,+7(4162) 20-33-52,+7(4162) 20-33-55;;;Театральная, 185\1;Кадетские школы \ корпуса;
Кайзен, IT-компания;Продажа программного обеспечения;+7(4162) 22-67-89;;;50 лет Октября, 15;Бухгалтерские программы | Продажа программного обеспечения | Информационная безопасность;
Какао Боб, кофеньон;Кафе-кондитерские / Кофейни;+7(4162) 52-44-64;;;Красноармейская, 123;Кафе-кондитерские \ Кофейни;
Калиф, кафе;Кафе;+7(4162) 541-555;;;Пионерская, 32\1;Кафе | Доставка готовых блюд;
Магазин книг и канцелярских товаров, ИП Калугина Г.Н.;Учебная литература;+7(4162) 35-25-43;;;Заводская, 146;Книги | Учебная литература | Канцелярские товары;
Камелия, салон красоты;Парикмахерские;+7(4162) 36-41-91,8-924-670-81-93;;;Институтская, 1;Парикмахерские | Ногтевые студии | Косметические услуги | Обучение мастеров для салонов красоты;
Камелот, туристическая фирма;Туристические агентства;+7(4162) 51-29-00,8-961-951-32-36,8-962-293-09-37;;tfcamelot@mail.ru;Островского, 38;Туристические агентства;
Камила, ремонтная компания;Ремонт / отделка помещений;;;kamila270397@yandex.ru;Северная, 167 лит А;Ремонт \ отделка помещений;
Стефи, мебельный салон;Мебель мягкая;+7(4162) 36-47-07,+7(4162) 36-71-90,8-909-814-03-44;http://stefi-mebel.ru;stefi-mebel@rambler.ru;Институтская, 2-6;Изготовление мебели под заказ | Мебель корпусная | Мебель мягкая | Мебель для кухни;
Магазин канцелярских и спортивных товаров, ИП Зайцев М.Н.;Спортивный инвентарь;+7(4162) 31-77-79;;;Пионерская, 150;Канцелярские товары | Спортивный инвентарь;
Нотариус Берлов А.П.;Нотариальные услуги;+7(4162) 52-85-70;;;Пионерская, 8;Нотариальные услуги;
Компания КАПИТАЛЪ, ремонтно-производственная компания;Ремонт / отделка помещений;+7(4162) 53-53-95,8-914-551-57-11;;kapital_blg@mail.ru;Амурская, 125;Ремонт \ отделка помещений | Продажа \ монтаж потолков | Изготовление мебели под заказ | Мебель корпусная | Детское игровое оборудование \ Аксессуары;
Каприз, магазин женской одежды;Женская одежда;;;;Красноармейская, 102;Женская одежда;
Каравелла, продовольственный магазин;Продовольственные магазины;+7(4162) 36-09-76;;;Калинина, 130а;Продовольственные магазины;
Школьник, магазин канцелярских товаров и офисной бумаги;Офисная бумага;+7(4162) 42-77-77;;;Амурская, 71;Канцелярские товары | Офисная бумага;
Бухгалтерская фирма, ИП Карева Е.В.;Бухгалтерские услуги;+7(4162) 58-00-06,+7(4162) 22-17-08;;;Богдана Хмельницкого, 31;Бухгалтерские услуги;
К-Артель, производственная компания;Окна;+7(4162) 22-11-53,8-914-610-34-44;;8834@inbox.ru;Островского, 75\1;Окна | Комплектующие для окон;
Картридж Центр, торгово-сервисная компания;Торговые центры;+7(4162) 53-88-88;;;Красноармейская, 125;Ремонт компьютеров | Ремонт оргтехники | Заправка картриджей | Расходные материалы для оргтехники;
Каспий, продовольственный магазин;Продовольственные магазины;+7(4162) 51-38-59;;;Амурская, 230;Продовольственные магазины;
Kassandra, магазин женской одежды;Женская одежда;+7(4162) 22-66-31;;;50 лет Октября, 15;Женская одежда;
Магазин, ИП Кацуба А.С.;Цветы;8-924-673-94-15,+7(4162) 34-27-37;;;Театральная, 236;Женская одежда | Магазины обувные | Косметика \ Парфюмерия | Семена \ Посадочный материал;
Квадро, производственная компания;Мебель офисная;+7(4162) 56-35-16,+7(4162) 33-04-87;;;Садовый пер, 48;Изготовление мебели под заказ | Мебель для кухни | Мебель офисная | Детская мебель | Мебель корпусная;
Квазар, строительно-дизайнерская компания;Строительство дач / коттеджей;+7(4162) 38-52-63,8-961-959-90-66;;zeta@amur.ru;Зелёная, 10;Жилищное строительство | Промышленное строительство | Строительство дач \ коттеджей | Ремонт \ отделка помещений | Дизайн интерьеров;
Квартал, агентство недвижимости;Помощь в оформлении ипотеки;+7(4162) 55-14-46;;;Трудовая, 17;Агентства недвижимости | Помощь в оформлении ипотеки | Оформление недвижимости \ земли;
Квартирный ряд, агентство недвижимости;Аренда помещений;8-924-447-84-77;;;Горького, 66;Агентства недвижимости;
Квартирный спрос, агентство недвижимости;Помощь в оформлении ипотеки;+7(4162) 22-29-88,+7(4162) 58-11-31;;;Ленина, 41;Агентства недвижимости | Помощь в оформлении ипотеки | Оформление недвижимости \ земли;
Кедр, деревообрабатывающая база;Погонажные изделия;+7(4162) 42-57-91,+7(4162) 42-20-05,+7(4162) 55-95-65;;kedr.204@mail.ru;Пионерская, 204\2;Деревообработка | Пиломатериалы | Погонажные изделия;
Кенгу.RU, рекламно-производственная компания;Широкоформатная печать / УФ-печать;+7(4162) 34-22-69,8-963-814-22-69;;kengu.ru.07@mail.ru;Ленина, 60;Размещение наружной рекламы | Изготовление рекламных конструкций | Световая реклама | Дизайн рекламы | Широкоформатная печать \ УФ-печать;
Кенгуру, супермаркет;Супермаркеты;;;;Шевченко, 24;Супермаркеты;
Керамика, ООО, оптовая компания;Сантехника / Санфаянс;+7(4162) 42-36-77;http://dvkeramika.ru;nadya_keramika@mail.ru;Чехова, 3;Керамическая плитка \ Кафель | Керамогранит | Крепёжные изделия | Сантехника \ Санфаянс | Мебель для ванных комнат;
Благовещенск, киноцентр;Кинотеатры;+7(4162) 22-22-12,+7(4162) 37-00-99;http://amurkino.ru;;Зейская, 175\179;Кинотеатры;
Клевое место, агентство недвижимости;Аренда помещений;+7(4162) 56-10-98,8-914-556-10-98,8-914-044-04-33;;;Пионерская, 72;Агентства недвижимости;
Клеопатра, сеть салонов нижнего белья;Нижнее бельё;+7(4162) 22-66-80;;;50 лет Октября, 15;Нижнее бельё;
Климат Электроник Сервис, торгово-монтажная компания;Тепловентиляционное оборудование;+7(4162) 22-42-33,+7(4162) 38-17-37,8-914-538-17-37;http://kesamur.ru;kesamur@kesamur.ru;Ломоносова, 223;Кондиционеры | Тепловентиляционное оборудование | Монтаж климатических систем;
Климатические системы, ООО, торгово-монтажная компания;Тепловентиляционное оборудование;+7(4162) 33-47-11,+7(4162) 33-54-31;;amkord@tsl.ru;Зейская, 167;Кондиционеры | Тепловентиляционное оборудование | Монтаж климатических систем;
Климат-сервис, ООО, торгово-монтажная компания;Тепловентиляционное оборудование;+7(4162) 555-618,+7(4162) 313-313;;klimat-servis86@mail.ru;Комсомольская, 30Б;Кондиционеры | Тепловентиляционное оборудование | Монтаж климатических систем | Алмазное бурение \ резка | Заказ строительной \ спецавтотехники;
Торговая компания, ИП Климкина Ж.И.;Посуда;+7(4162) 52-78-61;;;Горького, 240\3;Бытовая химия | Косметика \ Парфюмерия;
Клин, ООО, оптовая компания;Сварочные материалы;+7(4162) 33-29-47,+7(4162) 50-54-71,+7(4162) 58-03-03;http://klin-ltd.ru;klin-ltd@mail.ru;Игнатьевское шоссе, 24;Сварочные материалы;
Клиника доктора Пак, медицинский центр;Услуги невролога;+7(4162) 22-22-03;http://clinica-pak.ru;support@clinica-pak.ru;Красноармейская, 125;Многопрофильные медицинские центры | Диагностические центры | Услуги кардиолога | Услуги невролога | Услуги маммолога;
Клиффорд, сеть автоцентров;Системы мониторинга транспорта;+7(4162) 56-14-40;http://amurclifford.ru;;Воронкова, 1;Автосигнализации - продажа \ установка | Автозвук - продажа \ установка | Автомобильные аккумуляторы | Автохимия \ Масла | Системы мониторинга транспорта;
Клуб служебного и любительского собаководства, Амурская областная общественная организация;Общественные организации;+7(4162) 53-49-66;http://blgdogs.ru;dogblg@mail.ru;Калинина, 103;Клубы домашних животных \ Питомники;
Ключ к вашему здоровью, центр диагностики;Диагностические центры;8-909-816-44-53,8-963-807-51-71;;;50 лет Октября, 13\1;Диагностические центры;
Ключ Сервис, сеть сервисных мастерских;Изготовление ключей;+7(4162) 55-98-34,8-924-674-46-77;;;50 лет Октября, 20;Изготовление ключей;
Мастерская по изготовлению ключей, ИП Басенко С.А.;Изготовление ключей;8-914-554-53-14;;;Воронкова, 1\4;Изготовление ключей;
Книголюб, магазин книг и канцелярских товаров;Учебная литература;+7(4162) 42-62-25;;;Трудовая, 19;Книги | Учебная литература | Канцелярские товары | Офисная бумага;
Умники и умницы, образовательный центр;Помощь в обучении;+7(4162) 54-44-00,8-914-550-02-09;;;Горького, 156;Помощь в обучении;
Коврик-ру, клининговая компания;Профессиональная уборка;+7(4162) 54-33-58;;;Островского, 94\1;Профессиональная уборка;
Ковчег, ООО, производственно-монтажная компания;Электронагревательное оборудование;+7(4162) 42-44-47,+7(4162) 42-05-38;http://ковчег-амур.рф;kovcheg-amur@mail.ru;Театральная, 181\1;Электромонтажные работы | Электронагревательное оборудование | Кондиционеры | Монтаж климатических систем;
Колбасыч, сеть продуктовых магазинов;Продовольственные магазины;+7(4162) 42-66-59;;;Амурская, 60;Продовольственные магазины;
Колизей, спортивно-оздоровительный комплекс;Фитоцентры;+7(4162) 512-406;http://colloseo.ru;kolizei2012@yandex.ru;Горького, 233\1;Фитнес-клубы | Тренажёрные залы | Студии загара | Тонизирующие процедуры;
Юридический центр, коллегия адвокатов;Юридическое обслуживание;+7(4162) 33-13-18;;;Амурская, 180;Ведение дел в судах | Юридическое обслуживание;
Коллегия адвокатов Амурской области №7;Юридическое обслуживание;+7(4162) 52-20-05,+7(4162) 55-57-51;;;Артура Волошина пер, 6;Ведение дел в судах | Юридическое обслуживание | Защита авторских прав | Оформление недвижимости \ земли | Сертификация;
Коллекционер, антикварный магазин;Антиквариат;+7(4162) 42-55-50;;;Трудовая, 6;Антиквариат;
Колорадский папа, ночной клуб;Ночные клубы;+7(4162) 513-777,+7(4162) 49-00-49;;;Ленина, 161;Ночные клубы;
Колос, продуктовый магазин;Продовольственные магазины;+7(4162) 52-43-31;;;Амурская, 180;Продовольственные магазины;
Колымская, ЗАО, страховая компания;Страхование;+7(4162) 59-20-60;http://kolm.ru;blago@kolm.ru;Ленина, 138;Страхование;
Командор, рекламно-производственная компания;Специализированные дорожные средства / устройства;+7(4162) 559-722,+7(4162) 515-922;;515922@mail.ru;Ленина, 173;Изготовление рекламных конструкций | Размещение наружной рекламы | Световая реклама | Специализированные дорожные средства \ устройства;
Комбинат питания, БГПУ;Столовые;+7(4162) 37-57-42;;;Краснофлотская, 127;Столовые;
Комитет по вопросам социальной политики, Законодательное собрание Амурской области;Законодательная власть;+7(4162) 22-38-21,+7(4162) 22-38-22,+7(4162) 22-38-24;;;Ленина, 135;Законодательная власть;
Комитет по бюджету, налогам, экономике и собственности области, Законодательное собрание Амурской области;Законодательная власть;+7(4162) 22-38-26,+7(4162) 22-38-27,+7(4162) 22-38-28;;;Ленина, 135;Законодательная власть;
Общежитие, БПК, №1;Общежития;+7(4162) 42-19-12,+7(4162) 42-42-14;;;Ленина, 81;Общежития;
Компад АвтоТрейд, ООО, торговая компания;Строительное оборудование и техника;+7(4162) 55-94-44;http://compad-at.ru;compad@bk.ru;Нагорная, 42;Строительное оборудование и техника | Спецавтотехника | Пиломатериалы;
Играй, магазин;Компьютеры / Комплектующие;+7(4162) 34-07-24,8-924-671-88-62;;;50 лет Октября, 20;CD \ DVD \ BD | Компьютеры \ Комплектующие;
Перспектива, агентство недвижимости;Аренда помещений;+7(4162) 59-11-16,8-924-676-11-24;;;Красноармейская, 124;Агентства недвижимости;
КомплектСервис, ООО, швейный цех;Ателье швейные;+7(4162) 422-141;;;Красноармейская, 138;Ателье швейные | Ателье меховые \ кожаные;
Композиция, сеть салонов мебели;Мебель офисная;+7(4162) 35-66-60;http://co-mebel.ru;comp_mebel1@mail.ru;Калинина, 116;Мебель офисная | Мебель корпусная | Мебель для кухни;
Компромисс, сеть салонов красоты;Студии загара;+7(4162) 51-77-87,8-914-595-77-87;;;Калинина, 110;Парикмахерские | Ногтевые студии | Студии загара;
Компьютер плюс, магазин цифровой техники;Фототовары;+7(4162) 51-14-14;http://comp-plus.ru;shop@comp-plus.ru;50 лет Октября, 8;Компьютеры \ Комплектующие | Оргтехника | Фототовары;
Компьютер-Мастер, сервисный центр;Услуги системного администрирования;+7(4162) 58-24-03,8-963-801-23-03,+7(4162) 58-03-21;http://comp-master.org;info@comp-master.org;Калинина, 107;Ремонт компьютеров | Модернизация компьютеров | Услуги системного администрирования;
Dns, сеть супермаркетов цифровой техники;Фототовары;+7(4162) 59-38-39,+7(4162) 22-17-24;http://dns-shop.ru;;Амурская, 241;Компьютеры \ Комплектующие | Мобильные телефоны | Оргтехника | Фототовары | Аудио- \ видеотехника;
Комсомольская Правда в Приамурье, газета;Газеты;+7(4162) 20-00-20,+7(4162) 22-00-22;http://kp.ru;smirnova@kpamur.ru;Богдана Хмельницкого, 20;Газеты;
Комфорт-Сервис, ООО, торгово-проектная компания;Электронагревательное оборудование;;;ks_blag@mail.ru;Зейская, 237в;Тепловентиляционное оборудование | Кондиционеры | Электронагревательное оборудование | Проектирование инженерных систем;
Комэн, ООО, технический центр;Системы безопасности и охраны;;http://koman.ru;zakaz.blag@koman.ru;Комсомольская, 42;Системы безопасности и охраны | Монтаж охранно-пожарных систем | Продажа \ ремонт \ установка домофонов;
Пекинская утка, кафе, ООО Хуа-ша;Кафе;+7(4162) 23-07-67;;;Калинина, 1;Кафе;
Оптовая компания, ИП Павловская Г.Е.;Кондитерские изделия;+7(4162) 55-16-85;;;Калинина, 141;Кондитерские изделия;
Консул, ООО, обслуживающая компания;Утилизация отходов / Вторсырьё;+7(4162) 35-23-46;http://konsul-amur.ru;konsul-amur@mail.ru;Северная, 165\1 лит А2;Утилизация отходов \ Вторсырьё;
Консультант-аудит, ЗАО, бухгалтерско-аудиторская компания;Бухгалтерские услуги;+7(4162) 59-11-26,+7(4162) 53-35-32;;konsaudit@mail.ru;Красноармейская, 124;Аудиторские услуги | Бухгалтерские услуги;
Континент кофе, кофейня;Кафе-кондитерские / Кофейни;+7(4162) 513-000,+7(4162) 53-50-09,+7(4162) 53-52-79;http://pizza-kontinent.ru;pizza_kontinent@mail.ru;Пионерская, 26а;Кафе-кондитерские \ Кофейни | Доставка готовых блюд;
Контур, сервисный центр;Ремонт бытовой техники;+7(4162) 33-36-38;;;Октябрьская, 162;Ремонт бытовой техники;Профессиональный ремонт и подключение стиральных, посудомоечных машин, электрических плит, водонагревателей, кофе-машин, холодильников и прочей бытовой техники.Заказ запасных частей для Вашей техники.ПЕНСИОНЕРАМ, МНОГОДЕТНЫМ СЕМЬЯМ ПРЕДОСТАВЛЯЮТСЯ СКИДКИ. КОНСУЛЬТАЦИЯ И ВЫЗОВ МАСТЕРА В ЛЮБОЕ УДОБНОЕ ДЛЯ ВАС ВРЕМЯ ПО ТЕЛ. 89145380747.МЫ ЗАСТАВИМ ВАШУ ТЕХНИКУ РАБОТАТЬ НА ВАС,micro_comment:Профессиональный ремонт и подключение бытовой техники,sponsored_article:{title:Быстро и качественно, низкие цены,text:Профессиональный ремонт и подключение бытовой техники},filial_group:7318886265391934,lo
Копейка, продовольственный магазин;Продовольственные магазины;+7(4162) 52-78-63;;;Ленина, 235;Продовольственные магазины;
Корал Груп, фотоцентр;Фотоцентры;+7(4162) 52-84-11;;;Островского, 6;Фотоцентры | Фото на документы | Фототовары;
Корейский Дом, торговая компания;Продукты быстрого приготовления;+7(4162) 37-34-64,8-914-556-05-07;;cordom@mail.ru;Рабочая, 184;Продукты быстрого приготовления;
Кормилец, продуктовый магазин;Продовольственные магазины;+7(4162) 52-62-48;;;Нагорная, 1\3;Продовольственные магазины;
Королева, обувной магазин;Магазины обувные;+7(4162) 59-51-83;;;Красноармейская, 102;Магазины обувные;
Корона, бар;Бары;+7(4162) 37-05-10;;;Ленина, 108;Бары;
Косметик-сервис, ООО, торговая компания;Чулочно-носочные изделия;+7(4162) 36-73-23;;;Текстильная, 47;Косметика \ Парфюмерия | Бытовая химия | Постельные принадлежности \ Текстиль для дома | Чулочно-носочные изделия;
Копировальный центр, ИП Косяков Ю.М.;Оперативная полиграфия;;;;Горького, 92\2;Оперативная полиграфия;
Котовасия, шоу-театр;Театры;+7(4162) 55-50-03,+7(4162) 55-70-57;http://kotovasiya.3dn.ru;;Шевченко, 16;Организация и проведение праздников;
Копеечка, столовая;Столовые;+7(4162) 52-84-28;;;Амурская, 201\1;Столовые;
Кофейня на Большой;Кафе-кондитерские / Кофейни;+7(4162) 59-39-03;http://amurshveik.ru;;Ленина, 159;Кафе-кондитерские \ Кофейни;
Кошка, салон красоты;Студии загара;+7(4162) 55-32-36;;;Калинина, 107;Парикмахерские | Ногтевые студии | Косметические услуги | Студии загара;
Магазин обуви, ИП Крамаренко В.В.;Магазины обувные;+7(4162) 59-51-74;;;Красноармейская, 102;Магазины обувные;
Красивые люди, центр здоровья и красоты;Услуги массажиста;+7(4162) 549-777;;;Ленина, 138;Косметические услуги | Услуги массажиста | Услуги гинеколога | Услуги дерматовенеролога;
Красный дворец, банкетный зал;Банкетные залы;+7(4162) 22-25-29;;;Горького, 158;Банкетные залы;
Красный куб, магазин подарков;Сувениры / Подарки;8-800-200-80-09,+7(4162) 22-03-01;http://redcube.ru;;Красноармейская, 92;Сувениры \ Подарки;
Красота, центр врачебной косметологии;Косметические услуги;+7(4162) 52-11-10,8-924-676-99-79;;;Амурская, 178;Косметические услуги;
Красотка, ателье;Сценические / карнавальные костюмы;8-924-671-21-08;;;Ленина, 195;Ателье швейные | Сценические \ карнавальные костюмы \ Аксессуары;
Крафт, ООО, производственная компания;Металлоизделия;8-909-810-54-27;;oookraft-amur@rambler.ru;Театральная, 350\1;Металлоизделия | Входные двери | Заборы \ Ограждения;
Креатив, парикмахерская;Парикмахерские;+7(4162) 59-52-02,+7(4162) 54-57-57;;;Пионерская, 66;Парикмахерские;
Креатив-центр извинений и поздравлений, ИП Скороход Н.В.;Услуги праздничного оформления;+7(4162) 21-20-01,8-963-802-39-43;http://creative.blagmama.ru;natasko@mail.ru;Ленина, 138;Организация и проведение праздников | Услуги праздничного оформления | Сценические \ карнавальные костюмы \ Аксессуары | Кондитерские изделия;
Магазин спецодежды, ИП Зражевская Л.М.;Спецодежда / Средства индивидуальной защиты;+7(4162) 42-44-97;;;Кольцевая, 66;Спецодежда \ Средства индивидуальной защиты;
Крипта, IT-компания;Продажа программного обеспечения;+7(4162) 99-99-11;;info@kripta.ru;Амурская, 236;Продажа программного обеспечения | Бухгалтерские программы | Правовые программы | Информационная безопасность | Компьютерные курсы;
Кристалл-Амур, оптовая компания;Чай / Кофе;+7(4162) 20-14-45,+7(4162) 35-23-20;;;Заводская, 157\159;Алкогольные напитки | Безалкогольные напитки | Чай \ Кофе | Продукты быстрого приготовления;
Кристи, салон одежды, парфюмерии и косметики;Чулочно-носочные изделия;+7(4162) 53-30-60;;;Амурская, 71;Женская одежда | Нижнее бельё | Чулочно-носочные изделия | Косметика \ Парфюмерия;
Кристина, свадебный салон;Свадебные салоны;;;;50 лет Октября, 29;Свадебные товары;
Кристофер, ООО, официальный представитель KARCHER;Садово-огородный инвентарь / техника;;http://kristofer.ru;info@blg.kristofer.ru;Текстильная, 48;Оборудование для автосервиса | Клининговое оборудование \ инвентарь | Бытовая техника | Садово-огородный инвентарь \ техника | Насосное оборудование;
КровТрейд-Амур, торговая компания;Оборудование для энергосбережения;+7(4162) 34-34-00;;ktamur@mail.ru;Игнатьевское шоссе, 19;Гидроизоляционные материалы | Напольные покрытия \ Комплектующие | Оборудование для энергосбережения;
Крона, многопрофильная компания;Юридическое обслуживание;+7(4162) 54-75-63,8-914-557-60-21;;;Калинина, 126;Ремонт \ отделка помещений | Ведение дел в судах | Регистрация \ ликвидация предприятий | Юридическое обслуживание;
Круиз, туроператор;Туроператоры;;http://amur-kruiz.ru;navi@amur-kruiz.ru;Ленина, 115;Туроператоры | Авиабилеты | Железнодорожные билеты;
Компания по оптовой продаже масложировой продукции, ИП Крымар Е.Б.;Жир / Маслопродукты;+7(4162) 56-36-00;;;Калинина, 141\12;Жир \ Маслопродукты;
Ксерокс Сервис, торгово-сервисная компания;Ремонт оргтехники;+7(4162) 42-22-22,+7(4162) 42-63-93,+7(4162) 42-63-94;http://kcerokc.net;bpp06@ya.ru;Амурская, 99;Компьютеры \ Комплектующие | Оргтехника | Ремонт компьютеров | Ремонт оргтехники | Заправка картриджей;
Куб, производственная компания;Мебель мягкая;+7(4162) 22-66-29,8-914-566-55-00;;;50 лет Октября, 15;Изготовление мебели под заказ | Мебель корпусная | Мебель для кухни | Детская мебель;
Кузнечный центр, ИП Коньшин Д.А.;Кованые изделия;8-909-818-47-62,+7(4162) 56-66-86;;566686@mail.ru;Северная, 165\1 лит А2;Кованые изделия;
Кузнечный цех, ИП Пономарев Г.В.;Металлоконструкции для строительства зданий / сооружений;8-914-538-89-26,8-961-950-71-37;;;Заводская, 154;Кованые изделия | Металлоконструкции для строительства зданий \ сооружений;
Агрозапчасть, ООО, торговая компания;Сельхозтехника;+7(4162) 53-00-91;;ooo_agrozapchast@mail.ru;Пионерская, 154\1;Запчасти к сельхозтехнике | Мука \ Крупы | Зерно \ Зерноотходы;
Купец, агентство недвижимости;Оформление недвижимости / земли;+7(4162) 38-32-24,+7(4162) 50-15-55,+7(4162) 57-23-38;;alekseyled@gmail.com;Тенистая, 127;Агентства недвижимости | Оформление недвижимости \ земли;
VIP Декор, торгово-ремонтная компания;Ремонт / отделка помещений;+7(4162) 59-22-40,+7(4162) 55-74-75,+7(4162) 54-35-20;;leka_999@mail.ru;Ленина, 42;Декоративные элементы \ покрытия | Напольные покрытия \ Комплектующие | Дизайн интерьеров | Ремонт \ отделка помещений;Предлагаем:n Декоративные краски и штукатурки для создания роскошного интерьера в вашем доме, офисе, квартире. Неповторимые эффекты&nbsp,&mdash, изящный шелк, античный мрамор, роскошный бархат, венецианская штукатурка, демократичная джинсовка и множество других&nbsp,&mdash, позволят создать уникальный стиль от барокко до хай-тек. Лепной декор. Стекломозаика. Напольная плитка из поливинилхлорида (ПВХ) Art-Tile. Натуральные фрески, фрескообои с различными фактурами&nbsp,&mdash, Ортопринт.nnВ нашем салоне квалифицированные специалисты помогут вам с дизайн-проектом, подберут материалы для отделки. Оказываем услуги по ремонту, нанесению декоративных красок и штукатурок. Мы экономим ваши деньги и время. Приглашаем к сотрудничеству дизайнеров, дизайн-студии. Вы мечтаете&nbsp,&mdash, мы осуществляем!,micro_comment:Декоративные краски, отделка для стен,sponsored_article:{title:VIP-декор,text:Декоративные краски, отделка для стен},filial_group:7318886265392003,lo
Кэтти, салон красоты;Студии загара;+7(4162) 52-00-43;;;Лазо, 60;Парикмахерские | Ногтевые студии | Студии загара;
Кэш & Кэрри, сеть супермаркетов;Супермаркеты;+7(4162) 33-74-44,+7(4162) 53-34-84;;;Калинина, 61;Супермаркеты;
ЛАЙТ-СТОМ, стоматологический кабинет;Стоматологические центры;+7(4162) 570-960,+7(4162) 568-128;;;Зейская, 134;Стоматологические центры;
Комбинат питания, АмГУ;Столовые;+7(4162) 35-61-91,+7(4162) 35-05-52,+7(4162) 35-05-57;;;Студенческая, 20\2;Столовые;
Ласка, парикмахерская;Парикмахерские;+7(4162) 53-96-78;;;Ленина, 148;Парикмахерские;
Центр эстетического воспитания им. В.В. Белоглазова;Школы искусств;+7(4162) 52-22-35,+7(4162) 52-45-03,+7(4162) 52-62-52;;;Святителя Иннокентия пер, 2;Школы искусств;
Левша, ООО, производственная компания;Кованые изделия;+7(4162) 37-04-39,8-914-569-05-42;http://levshadv.ru;levshadv@mail.ru;Ленина, 60;Кованые изделия | Входные двери;
Леди плюс, магазин женской одежды больших размеров;Женская одежда;+7(4162) 59-51-79;;;Красноармейская, 102;Женская одежда;
Технолекс, ООО, торговая компания;Спецавтотехника;+7(4162) 202-202;http://1lex.ru;info@1lex.ru;Октябрьская, 130;Спецавтотехника | Запчасти для спецавтотехники;
LemoPlus, ООО, компания по прокату лимузинов;Прокат автотранспорта;+7(4162) 34-18-88,+7(4162) 34-38-88,+7(4162) 23-74-03;http://amur-lemoplus.ru;;Богдана Хмельницкого, 20;Прокат автотранспорта;
Лемон, бизнес-центр;Бизнес-центры;;;;50 лет Октября, 42\2;Бизнес-центры;
Леон, продовольственный магазин;Продовольственные магазины;+7(4162) 51-32-91;;;Театральная, 94;Продовольственные магазины;
Торгово-производственная компания, ИП Лесков Н.А.;Мясо птицы / Полуфабрикаты;+7(4162) 537-222,+7(4162) 537-444;;leskov1947@mail.ru;Ленина, 192;Мясо \ Полуфабрикаты | Мясо птицы \ Полуфабрикаты;
Лаззат, кафе;Кафе;+7(4162) 59-27-78,8-909-895-18-38;;;Лазо, 144;Кафе | Доставка готовых блюд;
Лесной Партнер, лесозаготовительная компания;Деревообработка;+7(4162) 59-34-19,8-914-574-89-10;;les-partner2007@mail.ru;Первомайская, 1;Деревообработка;
Лидер Soft, центр автоматизации;Продажа программного обеспечения;+7(4162) 37-87-65,8-914-553-31-18;;;Зейская, 134;Автоматизация бизнес-процессов | Автоматизация производственных процессов | Автоматизация торговли | Продажа программного обеспечения;
ЛИК, центр лечебной и эстетической косметологии;Косметические услуги;+7(4162) 226-762;http://lik-cosmetolog.ru;likk@amur.ru;50 лет Октября, 15;Косметические услуги;
Lili, салон-парикмахерская;Студии загара;+7(4162) 52-89-76;;;Горького, 92\2;Парикмахерские | Ногтевые студии | Студии загара;
Лилия, ателье;Ателье швейные;+7(4162) 51-87-70;;;Кузнечная, 17;Ателье швейные;
Электроника на ВДНХ, магазин бытовой техники и электроники;Бытовая техника;;;;Театральная, 170;Бытовая техника | Аудио- \ видеотехника;
ZonАvto, магазин автозапчастей;Автозапчасти для иномарок;8-924-670-69-64;;autosakura@mail.ru;Воронкова, 1;Автозапчасти для иномарок;
Лира, мебельный салон;Мебель офисная;+7(4162) 52-31-48;;;Театральная, 236;Изготовление мебели под заказ | Мебель корпусная | Мебель для кухни | Детская мебель | Мебель офисная;
Формикс, магазин литых колес;Автошины / Диски;+7(4162) 42-55-78,+7(4162) 38-18-03,+7(4162) 58-25-35;;;50 лет Октября, 157\1;Автошины \ Диски;
Профессиональный лицей сервиса и торговли;Профессиональные лицеи;+7(4162) 51-55-28,+7(4162) 51-65-42;http://plst.ucoz.ru;goaunpoplst@mail.ru;Ленина, 297\1;Профессиональные лицеи;
Логотип-СБ, рекламная компания;Дизайн рекламы;+7(4162) 38-24-09;;logotip-cb@mail.ru;Конная, 54\2;Дизайн рекламы;
Первый областной ломбард, ООО;Ломбарды;+7(4162) 59-51-71;;;Красноармейская, 102;Ломбарды;
Ломбард ГРАНД-ПЛЮС, ООО;Ломбарды;+7(4162) 53-29-23;;;Амурская, 165;Ломбарды;
Ломбардъ, ООО;Ломбарды;+7(4162) 54-51-53;;;Институтская, 1;Ломбарды;
Ломбард Скупка, ООО;Ломбарды;+7(4162) 33-36-46;;lombard_blag@mail.ru;Ленина, 55;Ломбарды;
Ломбард-Кредит, ООО;Ломбарды;+7(4162) 50-21-22;;;Красноармейская, 141;Ломбарды;
Лонда, парикмахерская;Парикмахерские;+7(4162) 53-46-96;;;Красноармейская, 155;Парикмахерские;
Лотос, продуктовый магазин;Продовольственные магазины;+7(4162) 51-59-54;;;Амурская, 60;Продовольственные магазины;
Транспортная компания, ИП Лукашев И.А.;Заказ автобусов;8-924-677-46-45,8-909-810-77-76;;;Энергетическая, 4;Заказ автобусов;
